t,a
59.1,0.01655
59.12,0.01429
59.14,0.01385
59.16,0.01599
59.18,0.01391
59.2,0.00751
59.22,0.01553
59.24,0.016
59.26,0.0209
59.28,0.0163
59.3,0.01479
59.32,0.00366
59.34,0.0049
59.36,0.01411
59.38,0.01107
59.4,0.00461
59.42,0.00364
59.44,0.00831
59.46,0.00697
59.48,0.01039
59.5,0.00758
59.52,0.00133
59.54,0.00728
59.56,0.01744
59.58,0.00535
59.6,0.00688
59.62,0.01422
59.64,0.01413
59.66,-0.00119
59.68,0.00722
59.7,0.00258
59.72,-0.00082
59.74,0.00307
59.76,0.00242
59.78,0.00632
59.8,-0.00485
59.82,0.00687
59.84,-0.00679
59.86,-0.01158
59.88,0.00096
59.9,-0.00515
59.92,-0.00524
59.94,-0.00798
59.96,0.00217
59.98,-0.00601
